source_code,category_code,record_kind,exact_product_match,qualification_status,title,description_raw,buyer_name_raw,buyer_name_span,contact_person_raw,contact_person_span,buyer_country_raw,buyer_country_span,quantity_raw,quantity_span,published_at_raw,published_at,published_at_span,contact_gate,source_url,listing_url,verification_status,observed_at,snapshot_sha256,snapshot_path,data_mode
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Bulk Sourcing Request for Tea Leaf Wraps,"Bulk Sourcing Request for Tea Leaf Wraps We are evaluating new sources for Tea Leaf Wraps as part of our supplier expansion plan. Our current demand is connected with buyers in USA. Price is important, but consistency and timely dispatch... Tags: Tea Leaf Wraps | Tea Leaf Wraps Supplier | Tea Leaf Wraps Export This buyer wants to receive quotations only from Premium Members . USA Posted on: 11 Aug 2026 Contact Buyer now",,,,,USA,USA,,,11 Aug 2026,2026-08-11,Posted on: 11 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Bulk-Sourcing-Request-For-Tea-Leaf-Wraps-3856843.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Import Inquiry for Tea bag,Import Inquiry for Tea bag We would like to connect with suppliers who can provide Tea bag with consistent quality. Our current demand is connected with buyers in Sri Lanka. Kindly mention monthly supply capacity and whethe... Tags: Tea Bag | Tea Bag Supplier | Tea Bag Export This buyer wants to receive quotations only from Premium Members . Sri Lanka Posted on: 09 Aug 2026 Contact Buyer now,,,,,Sri Lanka,Sri Lanka,,,09 Aug 2026,2026-08-09,Posted on: 09 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Import-Inquiry-For-Tea-Bag-3856837.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Bulk Sourcing Request for tea bag roll film,"Bulk Sourcing Request for tea bag roll film A new sourcing requirement has come up for tea bag roll film, and we are comparing manufacturers who can support regular supply. Please quote with export handling suitable for Ukraine. FOB pricing... Tags: Tea Bag Roll Film | Tea Bag Roll Film Supplier | Tea Bag Roll Film Export This buyer wants to receive quotations only from Premium Members . Ukraine Posted on: 10 Aug 2026 Contact Buyer now",,,,,Ukraine,Ukraine,,,10 Aug 2026,2026-08-10,Posted on: 10 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Bulk-Sourcing-Request-For-Tea-Bag-Roll-Film-3856835.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Regular Supply Inquiry for Tea and tea related items,Regular Supply Inquiry for Tea and tea related items We are currently reviewing suppliers for Tea and tea related items and would like to receive serious quotations. Please quote with export handling suitable for Netherlands. Quotations should inclu... Tags: Tea And Tea Related Items | Tea And Tea Related Items Supplier | Tea And Tea Related Items Export This buyer wants to receive quotations only from Premium Members . Netherlands Posted on: 17 Aug 2026 Contact Buyer now,,,,,Netherlands,Netherlands,,,17 Aug 2026,2026-08-17,Posted on: 17 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Regular-Supply-Inquiry-For-Tea-And-Tea-Related-Items-3856829.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Import Inquiry for tea and Coffee,"Import Inquiry for tea and Coffee We are evaluating new sources for tea and Coffee as part of our supplier expansion plan. The goods are intended for the Saudi Arabia market. Suppliers should share packing details, shipment terms,... Tags: Tea And Coffee | Tea And Coffee Supplier | Tea And Coffee Export This buyer wants to receive quotations only from Premium Members . Saudi Arabia Posted on: 14 Jul 2026 Contact Buyer now",,,,,Saudi Arabia,Saudi Arabia,,,14 Jul 2026,2026-07-14,Posted on: 14 Jul 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Import-Inquiry-For-Tea-And-Coffee-3856825.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Purchase Requirement for Herbal Tea,"Purchase Requirement for Herbal Tea Current demand exists for Herbal Tea , mainly for resale through our local network. Pricing is important, but we will not compromise on basic product standards. Preferred details include *5 g / *0... Tags: Organic Tea | Natural Herbal Infusion | Loose Leaf Tea | Wellness Tea | Herbal Tea | Export Offer | Import Requirement | Wholesale Supply This buyer wants to receive quotations only from Premium Members . Pakistan Posted on: 24 Jun 2026 Contact Buyer now",,,,,Pakistan,Pakistan,,,24 Jun 2026,2026-06-24,Posted on: 24 Jun 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Purchase-Requirement-For-Herbal-Tea-3850199.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Import Requirement for Oolong Tea,Import Requirement for Oolong Tea We want to evaluate Oolong Tea for an upcoming purchase cycle. Suppliers with stable quality and clear export documents are preferred. A small trial order may be placed first before moving toward ... Tags: Oolong Tea | Oolong Tea Supplier | Oolong Tea Quotation | Bulk Oolong Tea This buyer wants to receive quotations only from Premium Members . Indonesia Posted on: 20 Jul 2026 Contact Buyer now,,,,,Indonesia,Indonesia,,,20 Jul 2026,2026-07-20,Posted on: 20 Jul 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Import-Requirement-For-Oolong-Tea-3850101.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Requesting Quotations for Goji Berry Tea,"Requesting Quotations for Goji Berry Tea Kindly provide your latest offer for Goji Berry Tea with product photos, specifications and available payment terms. Food-grade quality, clean packing, recent production date and acceptable shelf ... Tags: Goji Berry Tea | Goji Berry Tea Suppliers | Bulk Goji Berry Tea | Goji Berry Tea Exporters This buyer wants to receive quotations only from Premium Members . Australia Posted on: 10 Aug 2026 Contact Buyer now",,,,,Australia,Australia,,,10 Aug 2026,2026-08-10,Posted on: 10 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Requesting-Quotations-For-Goji-Berry-Tea-3849489.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Interested in Buying Tea,"Interested in Buying Tea There is a current requirement for Tea ; please share your available specifications, packing details and best offer. Please state origin, moisture level, packing weight, inspection options and load... Tags: Tea Suppliers | Bulk Tea | Tea Exporters This buyer wants to receive quotations only from Premium Members . Kuwait Posted on: 23 Aug 2026 Contact Buyer now",,,,,Kuwait,Kuwait,,,23 Aug 2026,2026-08-23,Posted on: 23 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Interested-In-Buying-Tea-3849085.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Bulk Sourcing Inquiry for Votive Holder Tea Light Holder,"Bulk Sourcing Inquiry for Votive Holder Tea Light Holder Please quote export-quality Votive Holder Tea Light Holder for an initial shipment of one **-foot container. Please state origin, variety or grade, moisture, purity, defect tolerance, processing me... Tags: Votive Holder Tea Light Holder | Votive Holder Tea Light Holder Supplier | Bulk Votive Holder Tea Light Holder | Votive Holder Tea Light Holder Manufacturer | Votive Holder Tea Light Holder Exporter | Votive Holder Tea Light Holder Importer | Votive Holder Tea This buyer wants to receive quotations only from Premium Members . India Posted on: 11 Aug 2026 Contact Buyer now",,,,,India,India,,,11 Aug 2026,2026-08-11,Posted on: 11 Aug 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Bulk-Sourcing-Inquiry-For-Votive-Holder-Tea-Light-Holder-3839929.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
tradekey,TEA,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Monthly Supply Requirement for Tea,"Monthly Supply Requirement for Tea Please send a commercial offer for Tea with clear specification, export packing details, shelf life, and pictures of current stock. We prefer suppliers who can arrange palletized packing, inspectio... Tags: Spices | Tea Exporter | Wholesale Tea | Tea Import | Tea Price | Tea Packaging | Food Grade Tea | Tea Distributor | Tea Shipment This buyer wants to receive quotations only from Premium Members . Saudi Arabia Posted on: 22 Jul 2026 Contact Buyer now",,,,,Saudi Arabia,Saudi Arabia,,,22 Jul 2026,2026-07-22,Posted on: 22 Jul 2026,platform_login_or_membership,https://importer.tradekey.com/buyoffer/Monthly-Supply-Requirement-For-Tea-3831847.html,https://www.tradekey.com/tea-buyer/,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:34:03+00:00,ea0b1f3f60fff12f082d72611c741918fc9ea0b7c6330ffd330844c8d6d29071,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\tradekey_TEA_ea0b1f3f60ff.html,LIVE
go4worldbusiness,CHILI,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Wanted : Spices Like Dry Red Chili,"VERIFIED Aug-27-26 Wanted : Spices Like Dry Red Chili Buyer From United Arab Emirates Quantity Required: 1 Twenty-Foot Container Payment Terms: L/C Destination: United Arab Emirates Looking for suppliers from: Worldwide Inquire Now Add to Favorites Product Description Please quote for the following wholesale product requirement - Product Name: Spices Specifications : Type: Dry Red Chili Whole Dry Chili, Stemless Chili, Crushed Chili, Chili Flakes, Chili Powder Purpose: Retail Note: Contact Email Only HS Code: 090422 Packaging Terms : Standard Quantity Required : 1 Twenty-Foot Container Shipping Terms : CIF Or FOB Destination Port : United Arab Emirates Payment Terms : L/C Looking for suppliers from : Worldwide Contact : Raviraj Deshmukh Buyer Of Spices | Dry Red Chilli",,,Raviraj Deshmukh,Contact : Raviraj Deshmukh,United Arab Emirates,Buyer From United Arab Emirates,1 Twenty-Foot Container,Quantity Required: 1 Twenty-Foot Container,Aug-27-26,2026-08-27,VERIFIED Aug-27-26,platform_login_or_membership,https://www.go4worldbusiness.com/buylead/view/1319728/wanted-:-spices-like-dry-red-chili.html,https://www.go4worldbusiness.com/buyers/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:35:01+00:00,7f5c2b04c97cb4427b2ad13425d56fee5f2f0172e1034c7b6114babaf342f8ad,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\go4worldbusiness_CHILI_7f5c2b04c97c.html,LIVE
go4worldbusiness,CHILI,DIRECT_BUY_REQUIREMENT,True,CANDIDATE_NEEDS_CLEANING,Wanted : Spices Like Dried Red Chilies,"VERIFIED Aug-17-26 Wanted : Spices Like Dried Red Chilies Buyer From Viet Nam Quantity Required: 1 Twenty-Foot Container Payment Terms: L/C Destination: Ho Chi Minh, Viet Nam Looking for suppliers from: Worldwide Inquire Now Add to Favorites Product Description The buyer would like to receive quotations for - Product Name: Spices Specifications : Type: Dried Red Chilies Types : (jinda, Sannam, Teja, Myanmar Varieties) Send Us The Best Quotes Any Origin HS Code: 090421 Quantity Required : 1 Twenty-Foot Container Shipping Terms : CIF Destination Port : Ho Chi Minh, Viet Nam Payment Terms : L/C Looking for suppliers from : Worldwide Contact : Mitca Buyer Of Spices | Dry Red Chilli",,,Mitca,Contact : Mitca,Viet Nam,Buyer From Viet Nam,1 Twenty-Foot Container,Quantity Required: 1 Twenty-Foot Container,Aug-17-26,2026-08-17,VERIFIED Aug-17-26,platform_login_or_membership,https://www.go4worldbusiness.com/buylead/view/1317209/wanted-:-spices-like-dried-red-chilies.html,https://www.go4worldbusiness.com/buyers/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-28T07:35:01+00:00,7f5c2b04c97cb4427b2ad13425d56fee5f2f0172e1034c7b6114babaf342f8ad,E:\贵客松-买家猎手\pipeline\data_b2b_public_v3\20260828T073331Z\raw\go4worldbusiness_CHILI_7f5c2b04c97c.html,LIVE
